text,label
siemens plc programlamak icin mesela windows sart,0
daha önce windowsa veya mace maaüstü kodlayan birini görmedim hiçte merak etmedim pazarı çok küçük bunların mobil veya webe yöenl,0
android için flutter mi phyton mu,0
merak ediyorum da neden sql onermiyorlr,0
a darkwebde şifrelerin satılıyor,0
daha yeni başladım yazılıma string yeni bitti dmfjf,0
hayatımda aldığım en doğru kararlardan biri yazılıma başlamak diğeri de bu gruba girmek,0
merhaba arkadaşlar ankarada yaşayan beraber şirket kurmak isteyen birileri var mı,0
arkadaşlar lütfen yardımcı olun algoritma nasıl öğrenebilirim,0
arkadaşlar yks açıklanmış,0
eğitim içeriği mi oluşturuyorsunuz,0
sen programlama dilini biliyormusun,0
html css çalısıyorum bakalım hakkımıza hayırlısı,0
grafik tasarım konusunda tecrübeli bilgisayar ve internet hızı iyi uzun vadeli çalışacak gün sonra kaçmayacak eli hızlı iş disiplini benimsemiş uzaktan home office tam zamanlı çalışma arkadaşları arıyoruz başvurular skype adresimiz üzerinden yapılacaktır,0
pc ye geçince yardımcı olmanı isterim o halde,0
object ve var a bakıyodum da var stack de tutuluyo diyor ama object de stack de tutulmuyo mu ram de kafam karıştı,0
arkadaşlar sitemde adsense reklamları kaldırıldı nedenini bilen varmı,0
yanı cozum bu olabılır aklımdakı şey ıse,0
iyi günler sirketler için stok takip programı hangi programlama dili ile yazıyoruz,0
kurs bulamıyorum kafayı yicem,0
react felan yok burada,0
yazabilir mi,0
sql bilen acil yazabilir mi,0
ilgilenenler özelden ulaşabilir,0
autogpt evet gpt kendi yazdığım nlp motoru,0
merhaba arkadaşlar bir proje üzerinde çalışıyorum animasyon veya çizgi film yapan yapay zeka tavsiye edebilir misiniz acil lazım,0
bilişim sistemleri ve teknolojileri bölümü yazılım alanı için nasıl,0
sağlam smm paneli varmı hızlı teslimat yapan,0
tovbe abi musliman degilmisin,0
beyler lise mezunu yazılımda kendini geliştirirse,0
gürsel efekt konusunda,0
yani bence biraz olmamış gibi veritabanında öğrenmeye başlamak seni zorlar ilişkisel veri tablolarıyla falan uğraşacaksın açıkcası söylerken bile daraltı geldi bana,0
hayir ya abi basladim sql e bitirince hamgisini tavsiye ediyorsun kolay dil olsun haftada falan ogrenecegimiz,0
var abim benm,0
devops mühendisliği konusunda fikriniz nedir,0
dennis ritchie c programlama dili kitabı,0
laravel grubu var,0
türkiye nin ilk istihbarat programı tanrının gözü ücretsiz olarak kullanımınıza hazırdır kim olduğunu merak ettiğiniz kişiler hakkında her türlü detaylı bilgiyi güvenli bir şekilde edinebilirsiniz,0
arkadaşlar orijinal bir proje için bir mobil uygulama tasarlatmak istiyorum uygulama yapım süreci nasıl işler telif hakkı ihlallerinden nasıl korunabilirim ne kadar ücret ödemem gerekir bu konuda fikir verebilirseniz çok sevinirim,0
merhaba herkese chatgpt ile ilgili bir soru sormak istiyorum normalde kurumumuz için bir tasarımcı arkadaş post tasarımı yapıyor ama acil ihtiyaçlar için tasarım konusunda kullanmamız mümkün mü türkçe içerikleri post tasarımına dönüştürebiliyor mu,0
daha iyi bilgi alabilmek adına tamamen temsili bir proje söyleyeyim kişiye özel günlük spor önerecek bir uygulama ve bu bilgileri saklayıp çeşitli alternatifler de sunabilen bir uygulama her şey dahil ne kadara tasarlanır ve bunu yapabilecek birini nereden bulabilirim sence,0
daha uygun olmasını istiyorsan flutter veya react native bilen birine r dan sorabilirsin tasarım fiyatı yukardaki gibi kodlama fiyatıda böyle bir uygulama için aşağı yukarı geliştirme bini bulabilir tasarım da tutabilir,0
freelance is bulablyo musunuz en azından harçlık çıkaracak kadar da olsa,0
okulun web sitesinde ders ayrıntılarında yazabiliyor oraya baktınız mı,0
python öğrenmek için matematik çok mu lazım,0
yazılım için notebook mu macbook mu birde aramızda yurtdışından notebook alip getirebilecek var mı,0
den az olmasın olsa da olur,0
daha farklı bir şaşırtmalı soru sorarım,0
sor bakim,0
şu an botu çalıştırmam lazm acil yardımcı olabilirmisin musaitsen,0
totalde k kontenjan yok ülkede,0
arkadaslar erp egitimi icin yazilim bilmem gerekiyor mu,0
salam dostlar play storedeki ilk projem bu indirip yalnislarimi hatalarimi derseniz sevinirm teseklurler onceden,0
olur canım benim bunu da öğren,0
endüstri mühendisliği kadar saçma ve gereksiz çok az bölüm var,0
okudugun bolumu merak ettim muhtemelen temel muhendisliklerden birisindesin,0
balon dedigin bolumun uretimden tuketime her alanin optimizasyonundan sorumlu hem teknik muhendislik egitiminden hem yonetim organizasyon egitiminden gecmis kisiler olusturuyor cunku,0
peki nerden öğrenebilirim,0
mühendislik diploması gerekmez mi,0
yönetim bilişim sistemleri okunur mu bilen varmı öneride buluncak ona göre mezuna bırakıp eşit ağırlık secicem,0
bu dediğin şöyle ama öğretmenlik vasıfsız bi meslekmi değil sadece mezunu çok endüstride kesinlikle vasıfsız bi bölüm değil sadece çok mezun veriyor,0
kariyer nete akayım o zaman bilgisayara kıyaslarım,0
kariyer nette endüstri mühendisi iş ilanı bilgisayar mühendisi iş ilanı var,0
telif sc lazım,0
abicim bana istediğiniz kadar gıcık olun ama lütfen üniversiteye yeni başlayacak insanların hayatlarını yanlış önermelerinizle karartmayın,0
türev integral konusunu ingilizce izleyerek anlıyorum türkçe anlamıyorum ki,0
selam flutterda apiyi birleştirerek kullanabilir miyim,0
merhabalar bugün yks açıklandı hayalim yazılım mühendisi olmaktı çok üzüldüm ama tutmuyor bilgisayar programcılığı tutuyor bu nasıl bi bölüm iş imkanları neler dikey geçişle yazılım mühendisliğine geçebilir miyim bu soruların cevaplarını bilen varsa çok memnun olurum gerçekten,0
tamam bir daha baxım ama doğru yazdım orayı settingsde birşey vermem lazım galiba,0
gerçekten ben girişimcilik ile ilgileniyorum insanların işine yarayan projeler yaptım kazanç ta sağlıyor ekip çalışması isteyen ve şirketimize dahil olmak isteyenlerede kapımız açık,0
kokuları algılamak için sensör anlamlandırmak için ise yapay zeka,0
rica ederim sormak istediğin bir şey olursa bu sene katıldım,0
node js iyi değil mi,0
merhaba mobil oyun geliştirmeye başlayacağım bunun için iyi bir bilgisayar aldım ilk olarak c tan başlamak istiyorum şu hatayı yapma veya şunu yapsan daha iyi olur diyeceğiniz bişey varmı,0
mute yemedi harika,0
merhaba herkese birkaç kategoriden site template i seçmem lazım da bana yardımcı olan arkadaşıma freepik hesabımı kullandiracagim şimdiden teşekkür ederim,0
port yönlendirme yapmak için cihazın köklü olması gerekmiyormu,0
abi iyi bir mühendislik gelmiyor yıllık programcılık yazılır mı,0
yazılımla ile baya bilgin var proglamlama neden okumuyorsun,0
artık her şeyde bilgisayar kullanılıyor ki,0
mecbur bir yıl daha calisicam siz de mi üniversite okuyorsunuz,0
arkadaşlar aranızda bilgisayar ya da yazılım mühendisliği okuyan var mı istanbul da,0
bazı ünilerde bile derslere girmişti,0
okunmaz bro,0
acil bir şey danışmam gerekiyor,0
yıllık bilgisayar programcılığı okusam bu işi öğrenir miyim,0
benim orta seviye bilgim var yardımcı olurum,0
merhabalar herkese bir konuda sizlere danismak istedim patikanin ucretli yaptigi bootcampler hakkinda bilgisi olan var mi gitmeyi dusunuyorum beni bilgilendirebilecek biri var mi acaba,0
link atsana senelerdir hiç ücretli bootcamp görmedim patikada,0
ve nasıl başlamalıyım söyleyebilir misiniz,0
istanbuldaki yazılım firmalarına nereden ulaşırım,0
mobil cihazı server olarak kullanıyorum apachei kurdum localde çalıştırınca bi sorun yok aynı ağ a bağlı cihazlardan ip adresi ile erişebiliyorum aynı aga bağlı olmayan cihazlardan nasıl erişebilirim vpn falan kurdum bi işe yaramadı,0
soru cevap için diye kural koymuşlar burası için,0
elinde windows iso dosyası olan varsa paylaşabilir mi,0
al gitsin boşver bine rtx bulmuşsun bide lenovo hiç kaçırma,0
o kadar hazırlık yaptım ya klavye mouse mouse pad aldım oyun aldım o kadar ama elde cihaz yok d defa aldım iade ettim biliyor destek verdi sağ olsun,0
arkadaşlar ben şimdi phytona başlayacağım o yüzden udemyde gezindim biraz atıl samancıoğlunun bir kursu var orada django htmlden falanda bahsetmiş bunların phyton ile bir alakası var mı,0
veya bunlar phyton ile entegre mi oluyor,0
sen nerede okuyorsun lisans mı,0
iyi günler dilerim bilgisayar mühendisliği okurken aynı zamanda ubisoft firmasında staj görmem özgeçmişim için ne kadar fayda sağlar,0
tyt puanım var önereceğiniz bişe varmı yoksa seneyimi beklemeliyim,0
ybs açıköğretimden okunulur mu,0
mikroişlemciler dersinde hangi dil kullanılıyo,0
mühendislige geçiş için sadece sayısal olan kısmı mi yapıyoruz dgsde,0
nodejs ile backendci aramıyor artık kimse iş için ogrendiysen,0
kişisel bi site yapıcam,0
dart,0
windoss xp kuruyorum acaba yazilim işitme engelli olmaz inşallah kod editör ve php sunucu çalıştırır mı lokalde çalışmam için,0
harvard üniversitesi bilgisayar bilimi iyi mi ve değer mi sizce,0
bin dolar alsan yılda aylık bin yapıyor,0
iş verenler çalışanın hak ettiği maaşları,0
ingilizce kasmak şart,0
tr de yaşayıp aylık bin dolar maaş alıyorumdur,0
sanırsın iha üretiyorlar herkes mühendis arıyor,0
bide staj kovaliyorim şuan yazılım firmalarında,0
python öğrenmek isteyen açsın öğrensin o kadar sağlam kaynak,0
django varmış,0
kadın peynirle satranç kelimelerinin farkını bilmiyordu dah da gitmedim,0
diyarbakır dicle üniversitesinde bilgisayar okuyan var mı,0
diyarbakır dicle üniversitesinde yazilım okuyan var mı,0
şuan btk uzerinden djangoyu alıyorum çok iyi anlatıyor,0
uwu tayfa şasirtmiyor,0
siz hangi alanda çalışıyosunuz hocam,0
nedense fluttera karşı bi yakınlığım var yazılımla tanışma anım fluttera olmuştu webtekno okurken,0
üniler asil alıyosa veya max dgs alıo,0
iş veren aslında problem çözücü işe alıyor veri bilimi problemlerini verimli çözebiliyorsan iş verenin isteğini karşılamış oluyorsun gene de iş ilanlarını incelemeni öneriyorum,0
dicle üniversitesinde bilgisayar programcılığı bölümünde okuyan var mı,0
peki bilgisayar programcılığı okuduğumuz üniversitenin hiç mi etkisi yok,0
bu işlemleri nasıl yapacağım hakkında internette kaynak bulamıyorum ve yapmam gerekiyor,0
mobilden nasıl daha iyi ilerlerim,0
fırat bilgisayar mühendisliği öğretim okunur mu k civarı istiyor,0
ya da numarasının sonuna bak belki rehberinden biridir,0
merhaba arkadaşlar bir web botu ya da web üzerinden veri çekme veya web üzerinde herhangi bir siteye veri göndermeye dair en temel gereksinimlerinizi karşılayacak ve en olmaz sitelerden veri çekme ile veri işleme yapmak adına web üzerinde bot yapma eğitimi almak ister misiniz,0
özelden iletişim bilgileri geçenlere önümüzdeki günlere rezervasyon yapabilirim online eğitim için,0
merhaba kusura bakmayın ben aslında burdan sormak istemedim özelden sormak için yazdım o mesajı,0
arkadaşlar tailwind css mi yoksa bootstrap mi,0
pc muh bı sıçrayş daha yapar mi,0
telegrama hikaye özelliği gelmiş deneyen oldu mu,0
telefon olurda belki ama bilgisayar için pek önermem,0
k ya i ekran kartı ssd gelir gibi,0
autocad solidworks,0
arkadaşlar herkese merhabalar satranc motoru yazmak istiyorum nasıl yazılıyor bilen var mı,0
bi tıp değil ki diplomana baksınlar adam üni den mezun oluyor sadece okumak için okumuş ilgi alaka sıfır,0
çok sağolun hocam zaman ayırdığınız için,0
var şahsi değil ama kullaniym yazabilirsin,0
son sınıf bitti çalışıyorum şuan ay sonra da şirket kurucam,0
vsc de python icin sqlite modülünü yüklemek istiyorum ancak hata veriyor hata mesajinda visual studio c v gerekli felan diyor sıkıntıyı nasıl çözerim,0
veri işleme analizi görselleştirmesi şeklinde ayırmaya çalıştım genel olarak,0
belirli bir oyunun popüler olup olmayacağını tahmin etmek için kullanılabilir özellikler oyunun türü geliştiricisi çıkış tarihi vb olabilir lojistik regresyon vs kullanılabilir,0
merhabalar yıllık net backend developer maaşı ortalama ne kadar olmalı sizce,0
beyler tl isteyenler bna yazsn msj atsn yatirim falan yok kanitli,0
merhaba arkadaşlar kiripto da arbitraj yapan kimse var mı bu konuyu kendileri ile konuşmak tartışmak isterdim,0
facebook ta ki gönderiyi telegram a aktaran bir bot yapılabilir mi örn benim takip ettiğim sayfaların attığı gönderileri telegram a aktaracak,0
apiyi yazması uğraştırabilir sadece,0
bu paket kurulu mu,0
ağa yı görmemişim la ben,0
sa bugun arabicada oturdun mu hiç,0
aynen oydu ıos kursu epey eski kalıyor ama python için kullanılabilir,0
ben kez şekerli gazlı içecek döktüm cola sprite bir kez de su döktüm bana mısın demedi lenovo l gen,0
gizli,0
onu biliyorum da işte zaten maksat önceki mesaj,0
onu bulacak app yok,0
üniversiteye göre degişir bizde istediğin kadar alttan ders alabiliyorsun sizin üniversiteyi bilmiyorum danışman hocana sorabilirsin,0
chrome da nasıl bilmiyorum ama ayarlara bak firefox ta sadece uyarı oluyor geçebiliyorsun,0
sesli canlı sohbet için bildiğiniz javascript apı yahud herhangi bir kaynak var mı,0
nasil kodlamaya saat ayiriyor musunuz ya,0
aslinda dersler kredi kredi olur akts ortalama hesaplamasina verilen isim,0
algoritma en iyi öğrenebileceğim kaynaklar yada youtube daki hocalar hakkında bilgi sahibi olan var mı,0
arkadaşlar bir siteye ihtiyacım var metamask ile giris yapilacak siteye ardindan girilen metamask cuzdanina ben erisebilecegim bu tur bi site yapabilene yüklü odeme,0
bilgisayar ile ilgili bölümlerden sadece programcılık olan mi açıköğretimden okunuyor,0
uğraşamam,0
bilgisayar programcılığı okumayı düşünüyorum okumama değer mi yoksa sene daha mı sınava çalışmamı tavsiye edersiniz tecrübesi olan varsa yardımcı olursa sevinirim,0
alakası yok dostum çabaladıgi sürece istedigini elde eder adam alaylı olarak yazılımcı oluyor,0
senle ikiz olabilir miyiz hocam,0
django da robots txt dosyasını ekleyemiyorum yardım eder misiniz,0
mobil web uı ve ux için yeterli olacağını düşünüyorum gerisi için pek değil,0
benim arkadaşım bıraktı programda ofis programları vb seyler gösteriliyomuş kendim mühendislik fakültesindeyim,0
orası öyle bana göre hepimiz bin dolar maaştan aşağı çalışmamalıyız yazılımcıyız abd ile aynı maaş şartlarında iş kabul etmeliyiz,0
arkadaşlar senelik bilgisayar programcılığı bölümü hakkında bilgisi olan var mı nerlerde iş bulabiliriz gibi gibi,0
öğrenebilir miyim o bile sıkıntı yani tek mantıklı yeri bölüm güzel,0
bence okunur yazılımcı olup dolar kazanıyorlar bir ben ybs okuyamadım,0
kripto ve yazılımdan anlayan biri var mı,0
kazanmayı da çözebiliyor musun,0
burayı daha önce kullanan oldu mu staj imkanı da sunuyorlarmış,0
ilan paylaşıyorum işte telegramdan,0
online para kazanmak isteyen dm,0
bilgisayar programcılığından direkt dgs ile geçiş yapmayı hedefliyorum,0
önlisans boş vakit ama sen bilirsin dgs yaparsanda veya sınıftan başlıcan,0
merhabalar flaşh bellekten video geri getirmek için kullandığınız ve sonucu iyi olan bir program tavsiye edebilecek biri varmı teşekkür ederim şimdiden,0
modem arayüzüne bağlanıp tcp ve udp portlarını açmalısın bunu operatör firmayı arayarak ta yaptırabilirsin,0
tercih edebilirsin ozaman en kötü fikrin değişirse dgs ile mühendisliğe tamamlarsın,0
üye çekme yazılımından anlayan varmı,0
aws önemlidir arkadaşlar aws bilmeyen adam full stack web geliştirici olduğunu idda etmemeli yaptığınız iş küçük olunca lazım olmuyor tabi sizde her şeyi biliyorum sanıyorsunuz ama gerçek dünyada orta çaplı node projesini ayarsız koy tek başına yarı yolda bırakır,0
adamım ya güzel kızları bölüme almak için standda durmaya başlamış d eylülde ankaraya uğrayacağım görüşelim mutlaka,0
ya ben orda okuyorum da bir şeyler sorcaktim,0
acaba özelden yazsam,0
merhaba bursa da bildiğiniz yazılım kursu var mı,0
ek olarak vds alırken şunlara dikkat et dediğimiz bir şey var mı,0
soldaki vpsim sağdaki laptopum,0
kral dm bakarmisin,0
merhaba isletim sistemi windows olan bilgisayar alinca lisansi key sonsuzmu oluyor yoksa surelimi,0
arkadaşlar javascript öğrenmeye çalışıyorum sorum şu web sayfasında aşağı indikçe sırayla sol ve sağdan yavaş yavaş fotoğrafları kaydırmayı anlatan veya öğreten bi video veya framework biliyor musunuz,0
o zaman front end için maximilian schwarzmuller in react kursunu tavsiye edebilirim vanilla js i de react ile birlikte öğrenebilirsin hızlı bir tempoyla,0
tecrübeye göre ve şirkete göre değişir,0
d filtrasyon kullanıcılar videolarına gerçek zamanlı olarak d filtreler ekleyebilirler bu filtreler kullanıcının etrafında dolaşabilir nesneleri hareket ettirebilir veya videoyu derinlik katmanlarıyla zenginleştirebilir,0
bu arada android studio kotlin sql ile calisa bilenler birlikde bazi projeler yapa biliriz isteseniz,0
hocam o kadar yazdım okumadan önce değerlendirir misiniz yazıyı tikim var benim o kadar çok yazdığımda geri dönüt gelmemesi beni linç ediyor d,0
hocam aslında şunu da belirteyim size konu anlatımı olarak gönderdiğim yazıdaki kodları başka yerden örnek olsun diye aldım karmaşık gelmiş olabilir o yüzden tanım ve özelliklerini kendim detaylı anlattım başarılar,0
arkadaşlar heidi sql ile başka bir bilgisayardaki postgre sql tablosuna ulaşabilir miyim ya da bildiğiniz başka bir araç var mı,0
yani localhost taki servera actigim porta connection atiyorum,0
up work de cover latter da ne yazmal yim bugüne kadar yaptığım calismalar mi yoksa is ile ilgili n bir yaz mi yazmal yim yardımcı olucak varsa çok sevinirim,0
sizce fırat adli bilişim mi yoksa malatya turgut özal bilgisayar mı,0
arkadaşlar bişey sorucam bilgisiyarda virüs yada zararlı yazılım vs var mı nasıl anlarım,0
evet doğrudur ama pc çok yavaşladıysa en iyi çözüm budur hocam,0
veri yapıları ve algoritmalar dersinde neler işleniyor acaba lineer zaman karmaşıklığı algoritmasi mesela o derste mi görülüyor,0
allah ım sen büyüksün yarrabim,0
script indiriyorum ama sql dosyası yok,0
selamlar herkese kere format yemiş üzerine veri yazılmış telefondan veriler geri gelir mi,0
sence bilgisayar mi yazılım mi daha mantıklı,0
buraya gelcek mi otobus,0
yurtlardan oraya,0
kaç derecede calisiyor genelde hani bir rakam verirsenizde güzel olur,0
ya güncelleme yaparken kapattin bilmeden bi olasılık yada hdd format istiyor olabilir acilirken yükleyemiyo reset atiyo veya biosa guncelleme yap,0
arkadaşlar fet ve grt hakkında ne düşünüyorsunuz kısa vadede kazanç sağlar mı,0
ne scriptti,0
bende iphone var elime aldığımda ısınıyor hızlı şarjda ztn telefonuda tutamıyorum,0
oyun sana bağlı şimdi grafiğe peojeye göre en iyi ekran kartı bile yetmeyebilir,0
farklı mobil cihazda kullanılıyordu sanırım eklediler bunu,0
bilgisayar programcılığı maalesef,0
soru sorabileceğim biri var mı acaba,0
hangi bölüm,0
adobe priemiere pro nasıl indirebilirim,0
sitesinden indir hocam,0
merhaba mesela ben hem yazılım hem de siber alandan kendimi max geliştire bilirmiyim dimi tek bir kural yok dimi,0
günün sonunda türkiye sartlarinda muhendislik fakultesinden mezun olanda muhendis oluyor teknoloji fakultesinden mezun olanda,0
bir farkı var mı bireyselden,0
ikisinde de den fazla uygulama yazıyor hocam,0
selenium ıle ilgili ders bilen varmi,0
aga,0
ortalama bir geliştirici için nasıl bir sistemd gerekir,0
biri tarafından ne yapılmış olabilir ya varya şu kızların paronayaklari beni deli ediyor,0
merhabalar linkedin hesabim calindi şifre email degişmiş supportdan da cevap gelmiyor hesabimi nasil geri alabilirim,0
karnım ağrıyor,0
flutter hiçbir zaman kotlinden fazla kullanılmaz,0
ikisinin kullanım yerleri de farklı flutter ve diğer cross platform geliştirmeleri küçük işletmeler ve startup lar kullanır kotlin ise android için varsayılan geliştirme alanıdır,0
başka pc varsa,0
ingilizce,0
arkadaşlar eskimiş domaini olan ve ya satan tanıdığınız varsa bana yazabilirmisiniz,0
abi shieldy botu direkt yeni gelenlere captcha soruyor haberin olsun,0
c bilmiyorum da ncurses kullanımınız çok eksik move fonksiyonunu kullanmamışsınız bile iki defa initscr var attron fonksiyonu çok gereksiz kullanılmış attron karşılığı atrroff kullanılmamış asla kullanılmayacak renkler için init pair çağırılmış diyecektim de tekrar bakınca galiba makul setcolor fonksiyonunu yeni gördüm,0
bence ilk olarak yönelmek istediğin alanı seçmelisin,0
oyun geliştirici biri mesela türkiyede iş bulur mu,0
ne mühendisliği,0
rtx üzeri ekran kartı,0
flutter da var diğerlerine kıyasla daha tasarımsal,0
tam olarak neci arkadaşlar bu dil c gibimi,0
benimle birlikte java projesi geliştirmek isteyen var mı javada kendimi geliştirmek için arkadaş arıyorum,0
şu bir tane fps oyunu var unreal engine ile yapıldı adı neydi daha çıkmadı,0
proje öner dayı,0
merhabalar rahatsız ediyorum benim android telefonumda videolu ses kayıtları var iphone geçtim onu aktarmaya çalışıyorum ama desteklenemedi hatası veriyor yardımcı olabilicek kimse var mı çok acil,0
kod ezberini ve kod alıştırmamı python dan yapayım çünkü hiç temelim yok yeni başladım öğrenmeye çalışıyorum o yüzden dolayı bir alt yapı oluşturulayım sonra r üzerinden veri analizi yaparım yada belki direkt eğitim bitmeden r ye başlarım,0
bu gece halletmem lazim yarin android gidicek,0
yeni seri dimk bende matebook d nin ilk serisi vardı ryzen li olan ilk çıktığında almıştım üni dim onu abime verdim versiyonu artık iş hayatında kullanacağım pc olucak o yüzden,0
internet ve ağ teknolojileri bölümü okuyup dgs ile yazılım mühendisliğine geçmek mi mantıklı yoksa yıl bölümü okuduktan sonra dışarıdan yazılım okumak mı mantıklı,0
k ya en iyi hangi üni gelir bilgisayar ya da yazılım mühendisliği istiyorum,0
yani burda yada bura dışında,0
kaç zamandır araştırıyorum karşıma çıkan herkes hacker herşeyi yapabilen kişiler ama icraya gelince hepsi tırt,0
koskoca yazılım grubunda galiba bana yardımcı olabilecek kimse yok şaka gibi,0
ve yazılım için öncelikle sıralamasına göre neler nerde öğrebilir miyim,0
ışık sızmasını servis kabul etmiyor genelde ama servisleri çöpmüş gerçekten adamlar son testler yapılıp gönderildi diyor gelen fan bozuk,0
yanılmıyorsam ayt de birincilere burs filan veriliyor dgs de birinciye hiçbirşey,0
freelance forever,0
muazzam çalışıyor ama google da gidioyr ne yapicam,0
hocam php hakkında ne düşünüyorsunuz bi düşünceleri alabilir miyim,0
hoca sürümü ile videolarını çekmiş fakat videolar sene öncesine ait şu an aynı projeyi ben oluştururken ile oluşturuyorum sorunun sebebi bu mudur sizce,0
işçilik yüksek çünkü hocam sadece ekranı kaça satıyor öğren kendin takarsın zor değil,0
telegram da bir resimli mesajı nasıl belirli saatler arasında gönderilmesini sağlayabilirim,0
evet maalesef her zaman da olacak özellikle günümüzde çok yaygın bir sorun her bireyin kendi edinmesi gereken bir yeti veri güvenliğinin sağlanması bu kişi otorite mi konu hakkında bilgisi var mı objektif bakabiliyor ve bu şekilde yorum yapabiliyor mu ikisi farklı şeyler tavsiyeleri benim için uygun mu vs bir çok şey var bunlar da kişiye kalıyor,0
bin arası veriliyor kira olmuş k,0
sonucunda bi json dosyası dönmesini bekliyorum aslında,0
peki hocam tam anlamak için soruyorum kusura bakmayın web siteye girdiğim zaman bu datayı bi web sayfasında görüyorum ben json dosyasını bi harita üzerinde x y koordinatları ve saat zaten bi koordinat verisi web sayfasında getiriyo burada nasıl çekiyo peki veriyi,0
sorgu başı lira karşılığı erişim veriyorlarmış,0
selamlar herkese ben iki yıla yakın süredir flutter ile geliştirme yapıyorum bu esnada freelance ve proje bazlı olarak çalıştım yeni mezun oldum ve iş arıyorum ancak iş bulma noktasında biraz zorlanıyorum bu konuda bana yol gösterebilecek veya yardımcı olabilecek birileri var mı,0
java,0
windows etkinleştirme anahtarını nerden bulabilirim,0
spring mi istiyon,0
yardımcı olabilecek olan var mı arkadaşlar,0
yardımcı olur musunuz hocam,0
doktora ve yüksek lisans da bilmion demi,0
ilgili xml dosyasındaki kod parçacığı özel kişisel vs bilgu içermiyorsa buraya gönderebilir misin thena nın dediği gibi sabit olup olmamasına bağlı ama pointer in null olup olmamasına bağlı onun için sordum kod parçacığını,0
arkadaşlar react ile kafayı yememek için ne yapmalı,0
sen javascript öğren boşver node js şimdilik,0
ben html css javascript bilsem back end tarafindada php python bilsem upworkde freelance calisabilir o şekilde gecinebilir miyim hocam sonra orda projeleri biriktirip onlarin referansiyla sirketlerde calisabilirmiyim üni düşünmüyorum lise mezunuyum,0
el bilgisayar aldım da format atıp yeniden mi kurayım yoksa sadece bilgisayarı sıfırlasam yeterli olur mu,0
selam kim benimle uygulama yapmak ister,0
selamlar herkese bilgisayar programcılığı okuyorum ve staj defteri doldurmam gerek elinde staj defteri olan var mı baka baka doldursam bana örnek olsa yardımcı olabilicek varsa çok sevinirim,0
okuyor musunuz,0
yardımcı olursanız sevinirim,0
arkadaşlar hayırlı akşamlar lisanslı ders videolarını indirmek istiyorum ama bildiğiniz program var mı ya da nasıl ayarlayabilirim,0
algoritma öğrenmek istiyorum,0
algoritma öğrenmek için kaynak önerir misiniz,0
merhaba ben patika dev bootcamp operasyon ekibinden cansu umarım iyisinizdir ve her şey yolundadır fullstack developer olarak kariyer yapmak isteyenlere harika bir haberimiz var vakıfbank iş birliği ile ücretsiz fullstack bootcamp başlıyor istanbul da hibrit modelde çalışmaya istekliysen bilgisayar bilimleri bilgisayar yazılım mühendisliği yönetim bilişim sistemleri elektrik elektronik mühendisliği haberleşme elektronik mühendisliği endüstri mühendisliği matematik mühendisliği matematik istatistik bölümlerinden lisans mezunuysan hemen başvur vakıfbank bünyesinde işe girme fırsatını yakala son başvuru tarihi ağustos hemen başvur,0
windows son yaptığı güncellemeyi nasıl kaldırabilirim,0
adı üstünde yazılımcı zaten olması gereken o,0
bilgisayarı hızlandırmak için ne gerekli,0
oop için c ile yazılmış bi programı c a çevirebileceğim bi site var mı,0
yazılım işi arayan arkadaşlar için,0
merhaba arkadaslar kotlinde bir stream player yapmam gerekiyor bunun için bakmami onerebileceginiz kurs kaynak vs var mi,0
java için bildiğin kod yorumlayıcısı var mı,0
merhaba arkadaşlar bilgisayarımın dili normalde türkçe ama bir hesaba girdim orda ingilizce çıkıyor bunu nasıl türkçeye çevirebilirim yardımcı olursanız sevinirim,0
merhaba arkadaşlar net core da nlog kullanan var mı nlog database diye bir paket yükledim error databasetarget name db error when writing to database exception system ınvalidoperationexception ınstance failure bu hatayı veriyor karşılaşan var mıdır,0
arkadaşlar merhaba ben yaşındayım ve web tasarım da ilerliyorum js de başlangıç noktadayım ama şimdi aklım çok karışık zaten benim yaptığım kodları wordpress gibi sitelerde hazır olarak var ben gelecekte veri bilimi mühendisliğine hevesim var şimdi sizce web tasarımı bitirip mi geçeyim veri bilimine yoksa web tasarımi hobi olarak devam mı ettireyim fikirleriniz benim için çok önemli yardımcı olursanız sevinirim,0
merhaba arkadaşlar btk dan sertifika için sınavdan en az kaç almam gerekir bilgisi olan var mı,0
merhabalar arkadaşlar bir şey soracam bir web sitesinin seo ya uygun olup olmadığını anlayabileceğimiz bir şey varmı site vb,0
yazılım topluluğu grubunda banlanmışım admin beni alabilir mi gruba,0
lisans kimya okuyan biri hangi yazılım dillerini öğrenmeli öğrenmek için bilgisayar programcılığı gibi bir bölüm okumalı mı aöf olarak yazılım alanında kendimi geliştirmek istiyorum,0
iyi günler bilgisayar programcılığı okunurmu,0
admin selamlar bir mobil uygulamam var ehliyet sınavıyla ilgili insanlara faydalı olması için burdan paylasmamda bı sorun olur mu,0
yazılım için eğitim veren varmı aranizda,0
arkadaslar merhaba whatsapp lite nedir,0
sql dersi var mı önerecek,0
iş birliği için takas ticareti alanında ortak arıyorum takas ticareti yaparak para kazanıyorum ve sizin de nasıl yapabileceğinizi öğretebilirim kazancınızın bir yüzdesini benden istiyorum deneyime ihtiyacınız yok her şeyi size anlatacağım ve açıklayacağım eğer ilgileniyorsanız bana özel mesajlardan yazın,0
ankara bilim üniversitesinde yazılım okuyan var mı,0
